trackID	mediumID	position	titel	dauer
1738	177	12	Grünes Huhn	272320
1739	177	13	Gelber Engel	215826
1740	177	14	Schwarz und weiß	346187
1741	177	15	Schuss ins Blaue	315200
1742	177	16	Rot ist die Liebe	226027
1743	178	1	Auf der Flucht	508827
1744	178	2	Erwischt	199906
1745	178	3	Gestohlene Kamera	248947
1746	178	4	Ein alter Fall	282373
1747	178	5	Das Verhör	444947
1748	178	6	Niemandsland	323773
1749	178	7	Alles auf eine Karte	357080
1750	178	8	Verblüffung	100494
1751	178	9	Auf Hippie-Tour	120453
1752	178	10	Wiedersehen	264080
1753	178	11	Doppelagent	176133
1754	178	12	Fröhlich vereint	347854
1755	179	1	Konferenzschaltung	431987
1756	179	2	Pseudonyme	260786
1757	179	3	Schlechter Empfang	287054
1758	179	4	Genie-Streich	321173
1759	179	5	Neues Rätsel	176173
1760	179	6	Homepage	271547
1761	179	7	50.000	186267
1762	179	8	Störung	201840
1763	179	9	Schuss	335146
1764	179	10	Griechische Tragödie	386667
1765	179	11	Kalte Dusche	385320
1766	180	1	Der zweite Blutfleck	340773
1767	180	2	Der vornehme Klient	616560
1768	180	3	Die drei Studenten	310600
1769	180	4	Der blaue Karfunkel	209627
1770	180	5	Abgehört	116240
1771	180	6	Eine sichere Telefonzelle	167907
1772	180	7	Charles August Milverton	481306
1773	180	8	Das leere Haus	149520
1774	180	9	Eine Frage der Identität	283134
1775	180	10	Bingo!	184426
1776	180	11	Ein umwerfendes Buch	347160
1777	180	12	Der schwarze Peter	268160
1778	180	13	Das letzte Phantom	763174
1779	181	1	Kein Entkommen	369933
1780	181	2	Düstere Legenden	437587
1781	181	3	Das Haus des Meisters	296813
1782	181	4	Im Inneren des Herzens	256534
1783	181	5	Besessen	384893
1784	181	6	Filmriss	45667
1785	181	7	Leeres Fach	272066
1786	181	8	Belauscht	113174
1787	181	9	Die Informantin	132800
1788	181	10	Stromschlag	115253
1789	181	11	Der Meister der Recherche	345107
1790	181	12	Sohn des Königs	72866
1791	181	13	Panik	147774
1792	181	14	Die tote Lagune	350880
1793	181	15	CCK-4	191226
1794	181	16	Gefährliches Licht	522707
1795	182	1	Das Monster im Wald	282240
1796	182	2	Schwierige Jungs	175147
1797	182	3	Der schwarze Ritter	412773
1798	182	4	Dragoncourt	186200
1799	182	5	In der Falle	115187
1800	182	6	Im Land des Drachen	505013
1801	182	7	Zwei Welten	440627
1802	182	8	Ein alter Freund der Familie	139640
1803	182	9	Gimli und Guinevere	575306
1804	182	10	Ganoven	297880
1805	182	11	Am Abgrund	355280
1806	182	12	Die Höhle des Drachen	198654
1807	182	13	Guinevere	170253
1808	182	14	???	314587
1809	182	15	Die letzte Antwort	162453
1810	183	1	Riesen-Überraschung	210907
1811	183	2	Die Hand des toten Mannes	367773
1812	183	3	Unerwarteter Besuch	712507
1813	183	4	Der geheimnisvolle Mr. Newman	585960
1814	183	5	Uralter Trick	142866
1815	183	6	Schatten der Vergangenheit	282467
1816	183	7	Das Rätsel der Zehn	192040
1817	183	8	Sternensucher	319707
1818	183	9	Komplikationen	238560
1819	183	10	Im Zeichen der Schlangen	636426
1820	183	11	Fahrt ins Ungewisse	261147
1821	183	12	Showdown	510733
1822	184	1	und die Geisterlampe	1109933
1823	184	2	Dunkle Vergangenheit	687480
1824	184	3	Entführt	852774
1825	184	4	Verschwörung auf der Eagle Ranch	1367653
1826	185	1	SOS	661640
1827	185	2	Der graue Dämon	556307
1828	185	3	Das Lehrstück	749413
1829	185	4	Das Rätsel der schwarzen Nadel	711680
1830	186	1	Der verschwundene Superstar	1055280
1831	186	2	Manches verlernt man nie	955600
1832	186	3	Psychomoon	670160
1833	186	4	Jagd auf den Weihnachtsmann	921440
1834	187	1	Ouvertüre	240800
1835	187	2	Vorhang auf!	147853
1836	187	3	Hinter den Kulissen!	406000
1837	187	4	Zwischenspiel	122427
1838	187	5	Wesen im Dunkeln	339173
1839	187	6	Detektive in Not	155920
1840	187	7	Teepause	211227
1841	187	8	Mistkerle	156933
1842	187	9	Inferno im Tempel	481654
1843	187	10	Blitz und Donner	116600
1844	187	11	Kaffee & Schokolade	234546
1845	187	12	Am Abgrund	360800
1846	187	13	Indizien	422587
1847	188	1	Bauchangelegenheiten	277333
1848	188	2	Spurensuche	805907
1849	188	3	Nacht der Tiger	407000
1850	188	4	Unter Druck	201827
1851	188	5	Schwarze Stiere	306266
1852	188	6	Clever	307974
1853	188	7	In Teufels Küche – und Schrank	277173
1854	188	8	Mut zur Wahrheit	268707
1855	188	9	Schlagende Ziegen	278800
1856	188	10	Erstens kommt es anders …	436240
1857	188	11	… und zweitens als man denkt	364200
1858	189	1	Der Pergamentmacher	303573
1859	189	2	Geschick und Verstand	342720
1860	189	3	Volltreffer!	156347
1861	189	4	Einbruch in die Suite	529893
1862	189	5	Einstiche	230094
1863	189	6	Der Text über dem Text	511480
1864	189	7	Die erste Station	459653
1865	189	8	Gartenzaun	677080
1866	189	9	Die Gruft	609547
1867	190	1	Mord in Rocky Beach!	557640
1868	190	2	Brock erinnert sich	278920
1869	190	3	Im Atelier des Malers	230867
1870	190	4	Im Frauen-Club	297426
1871	190	5	Die Rückkehr des Zauberers	122000
1872	190	6	Gefragte Porrees	244027
1873	190	7	Ein Bild gibt Rätsel auf	252480
1874	190	8	Der Vampir	252213
1875	190	9	Das Verwirrspiel	408014
1876	190	10	Echtes Blut	304386
1877	190	11	Komplikationen	312734
1878	190	12	Ein alter Bekannter	153106
1879	190	13	Perfekte Tarnung	411240
1880	190	14	Ein Bild in Lebensgefahr	413440
1881	191	1	Warnung aus South Dakota	474747
1882	191	2	Fort Stockburn	189093
1883	191	3	Phase 1	290493
1884	191	4	Fremde unerwünscht	612814
1885	191	5	Phase 2	204826
1886	191	6	Dem Grauen auf der Spur	283227
1887	191	7	Schwierige Recherchen	384600
1888	191	8	Die große Bedrohung	306093
1889	191	9	Schatten der Vergangenheit	382467
1890	191	10	Furcht und Hoffnung	485160
1891	191	11	Der Nebel lichtet sich	752187
1892	192	1	Begegnung im Nebel	519093
1893	192	2	Hässliche Fratze	515667
1894	192	3	Ein üblicher Klassiker	191000
1895	192	4	Steinschlag	356880
1896	192	5	Harte Rätselnuss	302827
1897	192	6	Katzenmaske	166533
1898	192	7	Glatt gelogen	574187
1899	192	8	Die Gleichung geht auf	382973
1900	192	9	Platt	364107
1901	192	10	Auf der Flucht	890746
1902	192	11	Ein Rätsel aus der Kindheit	204400
1903	193	1	Hooked Nose	432240
1904	193	2	Alles schwarz	440427
1905	193	3	Wuhukini	214280
1906	193	4	Pakt mit dem Teufel	169680
1907	193	5	Eine goldene Nase	373906
1908	193	6	Erinnerungslücken	484920
1909	193	7	Dunkle Stimmen	283867
1910	193	8	Der Tanz beginnt	302507
1911	193	9	Taub und blind	1112133
1912	193	10	Ein würdiger Nachfolger	311800
1913	194	1	1. Dezember	528880
1914	194	2	2. Dezember	523853
1915	194	3	3. Dezember	339294
1916	194	4	4. Dezember	331373
1917	194	5	5. Dezember	552453
1918	194	6	6. Dezember	261080
1919	194	7	7. Dezember	509134
1920	194	8	8. Dezember	323253
1921	195	1	9. Dezember	418440
1922	195	2	10. Dezember	390387
1923	195	3	11. Dezember	472853
1924	195	4	12. Dezember	369040
1925	195	5	13. Dezember	407027
1926	195	6	14. Dezember	243253
1927	195	7	15. Dezember	375493
1928	195	8	16. Dezember	167254
1929	196	1	17. Dezember	435120
1930	196	2	18. Dezember	247573
1931	196	3	19. Dezember	687213
1932	196	4	20. Dezember	227894
1933	196	5	21. Dezember	299386
1934	196	6	22. Dezember	555614
1935	196	7	23. Dezember	601346
1936	196	8	24. Dezember	1014094
1937	197	1	Zwischen Himmel und Erde	337187
1938	197	2	Das Tal der Unfälle	139880
1939	197	3	Im Schatten der Berge	424920
1940	197	4	"Jene, die töten"	358493
1941	197	5	Getroffen!	204627
1942	197	6	Schlaflos im Yosemite Valley	222680
1943	197	7	Ein rätselhafter Anruf	335146
1944	197	8	Der Wahrheit auf der Spur	221960
1945	197	9	Ein grauenhafter Fund	1292694
1946	197	10	In Lebensgefahr	265866
1947	197	11	Betrug am Berg	413907
1948	198	1	Nachricht aus dem Grab	711907
1949	198	2	Es brennt	304440
1950	198	3	Geisterschwaden	476186
1951	198	4	Eine gewisse Ähnlichkeit	162987
1952	198	5	Der Stadtforscher	735653
1953	198	6	Die Falle schnappt zu	242680
1954	198	7	In die Tiefe	574627
1955	198	8	Katastrophe in der Dunkelheit	582867
1956	198	9	Was damals in der Finsternis geschah	271666
1957	199	1	Hilferuf von King Kongs Insel	354080
1958	199	2	Das Kino erwacht	187307
1959	199	3	Im Feindgebiet	144400
1960	199	4	Giraffen und Regenschirme	317306
1961	199	5	Böses Spiel	183814
1962	199	6	Diebstahl	314360
1963	199	7	Tat oder Wahrheit?	201320
1964	199	8	Ein Monster kehrt zurück	240706
1965	199	9	1000NBRANDB282286	128480
1966	199	10	Der Dschungel des Mantikors	405067
1967	199	11	Tarzan in Gefahr	185213
1968	199	12	Gabbos Geheimnis	610987
1969	199	13	Das blaue Biest	441040
1970	199	14	Die Zeit läuft ab	329240
1971	199	15	Showdown	280893
1972	200	1	Der siebte Gast – Inszenierung neuer Geschichten	439267
1973	200	2	Der siebte Gast – Die Worte einer Lügenhexe	335120
1974	200	3	Der siebte Gast – Prinzessin in Champagnerlaune	822360
1975	200	4	Bis um sieben zurück – Kopfschmerzen	694933
1976	200	5	Bis um sieben zurück – Erwischt!	504880
1977	200	6	Bis um sieben zurück – Bobby	277360
1978	201	1	Bobs schwerste Stunde – Alles weg!	433867
1979	201	2	Bobs schwerste Stunde – Gruselstimme	539733
1980	201	3	Bobs schwerste Stunde – Aufwendiges Vorhaben	600587
1981	201	4	Die rote Sieben – Rien ne va plus	295293
1982	201	5	Die rote Sieben – Blutspuren	434147
1983	201	6	Die rote Sieben – Abgekartetes Spiel	444640
1984	202	1	Schutzgeld – Überraschung!	277693
1985	202	2	Schutzgeld – Arges Misstrauen	663707
1986	202	3	Schutzgeld – Sieben harte Stunden	448400
1987	202	4	Die siebte Frau des Leuchters – Böse Macht im Grab	285107
1988	202	5	Die siebte Frau des Leuchters – Auf dem Geisterschiff	344560
1989	202	6	Die siebte Frau des Leuchters – Freier Wille	779360
1990	202	7	Die verschwundene Torte – In Angst und Schrecken	367840
1991	202	8	Die verschwundene Torte – Gescanntes Areal	160573
1992	202	9	Die verschwundene Torte – Des Rätsels Lösung	571227
1993	203	1	Prinzessin	744000
1994	203	2	Cotta ist bedient	345880
1995	203	3	Die erste Spur	276213
1996	203	4	Merkwürdiger Fluchtweg	836730
1997	203	5	Auf dem Holzweg	513094
1998	203	6	Eine unglaubliche Entdeckung	367400
1999	203	7	Der Deal	566493
2000	203	8	Bis zum letzten Atemzug	345173
2001	203	9	Rache aus dem Grab	292400
2002	203	10	Justus ist nicht nett	388590
2003	204	1	Unterm Hammer	527773
2004	204	2	Fahrerflucht	370014
2005	204	3	Krankenbesuch	310666
2006	204	4	Zwillinge hinter dem Fliegengitter	469507
2007	204	5	Sam Chiccarelli	265120
2008	204	6	Analysen	326093
2009	204	7	Der verschwundene Großmeister	487374
2010	204	8	Mrs. Hammontrees Geheimnis	771413
2011	204	9	Wer ist wer?	627427
2012	204	10	Die Lansky-Eröffnung	755200
2013	205	1	Das Spiel beginnt	740400
2014	205	2	Verbotene Recherchen	230773
2015	205	3	Shackles & Chains	385320
2016	205	4	NVSR und Regentanz	331334
2017	205	5	Verfolgt?	106160
2018	205	6	Nachtwache	615346
2019	205	7	Boblos in der Wüste	560040
2020	205	8	Black & White	597747
2021	205	9	Verkleidet	710293
2022	205	10	Im Namen des Gesetzes	359294
2023	205	11	Geheimnisse	179826
2024	206	1	Der Mann im Meer	221320
2025	206	2	Der Schrecken der sieben Meere	823733
2026	206	3	Jimmy Blue Eye	261507
2027	206	4	Das Schicksal der Kassiopeia	571160
2028	206	5	Irrungen und Wirrungen	269133
2029	206	6	Das Grauen im Nebel	344080
2030	206	7	Abrahams Geheimnis	278494
2031	206	8	Schreiende Schatten	445640
2032	206	9	Bodycheck	392400
2033	206	10	Tod im Spiegel	433386
2034	207	1	Giftiges Geheimnis	517893
2035	207	2	Eisenmann	232627
2036	207	3	Ein toter Vogel	804640
2037	207	4	Kundschaft	231680
2038	207	5	Unter Verdacht	278000
2039	207	6	Gsch-Gsch!	281080
2040	207	7	Filmreife Flucht	311293
2041	207	8	Ein seltsamer Irrtum	229760
2042	207	9	Fragen über Fragen	466200
2043	207	10	Nacht im Bunker	884280
2044	207	11	Die letzten Fragen	137760
2045	208	1	Der einzige Zeuge	197480
2046	208	2	Das Dunkelhaus	390827
2047	208	3	Bei Tageslicht	855653
2048	208	4	In der Dämmerung	200840
2049	208	5	Monsternacht	767200
2050	208	6	Im Kleiderschrank	197013
2051	208	7	Die Trinität der Geist-Vögel	397654
2052	208	8	Der Fluch des Harpuniers	333546
2053	208	9	Hinterhalt	314574
2054	208	10	Die große Versammlung	570426
2055	209	1	Das Wesen im Wald	378187
2056	209	2	Das Tagebuch des Priesters	537600
2057	209	3	Hintergründe	338546
2058	209	4	Der Geruch des Todes	635494
2059	209	5	Freunde in der Not	367680
2060	209	6	In Deckung!	133160
2061	209	7	Allergie	480453
2062	209	8	Sachen von heutzutage	615560
2063	209	9	Geld verdirbt den Charakter	314147
2064	210	1	Computerfehler	358293
2065	210	2	Die Universität und der Fuchs	166120
2066	210	3	Aufbruch ins Abenteuer	317547
2067	210	4	Seltsame Vögel	495693
2068	210	5	Das Geheimnis von Ruxton	248814
2069	210	6	Im Studentenloch	506480
2070	210	7	Alpha Lambda Chi	78493
2071	210	8	"… ich rate dir: Nun flieh!"	435347
2072	210	9	Verbrechen aller Art	255200
2073	210	10	Ein Dieb namens Justus Jonas	50853
2074	210	11	Überrachung!	538853
2075	210	12	Etwas wirft seinen Schatten voraus	197240
2076	211	1	Kleinkriminelle mit Größenwahn	410853
2077	211	2	Ein tragischer Unfall	149800
2078	211	3	Party-Time	423387
2079	211	4	Im Keller	174747
2080	211	5	Quaesitio	116373
2081	211	6	Lailaps	512973
2082	211	7	Angriff in der Nacht	342227
2083	211	8	Tödliches Gift	699760
2084	211	9	Verräterischer Duft	604080
2085	212	1	Der Tag danach	286147
2086	212	2	Eine neue Botschaft	408853
2087	212	3	Das Monster im Labor	628747
2088	212	4	Ein unfassbarer Vorwurf	370040
2089	212	5	Kehrtwende	680640
2090	212	6	Auf der Fährte des Fuchses	382546
2091	212	7	Schattenwelt	795227
2092	212	8	Der letzte Kampf des Lailaps	614293
2093	213	1	Ein dämlicher Löwe	221627
2094	213	2	Bluthunde	173800
2095	213	3	Lieblingsbär	301853
2096	213	4	Dünne Faktenlage	135267
2097	213	5	Adlernase	294213
2098	213	6	Geflügelte Affen	483773
2099	213	7	Grinsekatze	690187
2100	213	8	Zwinkernde Augen	240733
2101	213	9	Der böse Wolf	309640
2102	213	10	Bienenzimmer	761094
2103	213	11	Kein Papagei, sondern …?	270440
2104	213	12	Und was es sonst noch so im Zoo gibt	181480
2105	214	1	Willkommen im Dead Man's Canyon	376120
2106	214	2	Sniffer	624520
2107	214	3	Alarm	431600
2108	214	4	Mr. Sobek	606893
2109	214	5	Verräterisches Schuhwerk	492320
2110	214	6	Auf der Lauer	498960
2111	214	7	Im Keller	352547
2112	214	8	Geständnisse	475973
2113	214	9	Sniffer freut sich	262147
2114	215	1	Eine alte Bekannte	315320
2115	215	2	Meeresgetierrettungsaktion	357053
2116	215	3	Überwacht	199494
2117	215	4	Ornithologie der besonderen Art	721533
2118	215	5	Erpressung	267200
2119	215	6	Blutige Federn	613733
2120	215	7	Aus eins mach zwei	516080
2121	215	8	In der Falle	292880
2122	215	9	Die Federn fallen	672640
2123	216	1	Die Wege des Schicksals	584507
2124	216	2	Reise ins Ungewisse	378720
2125	216	3	Das Tal der Klapperschlangen	659720
2126	216	4	Nacht des Grauens	370600
2127	216	5	In der Gewalt des Geistes	612746
2128	216	6	Ein grauenhafter Fund	209214
2129	216	7	Straßensperre	793120
2130	216	8	Shakehands	689333
2131	217	1	Eine Leiche im Sessel	397987
2132	217	2	Bianca	494080
2133	217	3	In einer anderen Welt	267946
2134	217	4	Im dunklen Nirgendwo	986760
2135	217	5	Tote Augen	343200
2136	217	6	Aus drei mach eins	462227
2137	217	7	Sicheres Todesurteil	321173
2138	217	8	Die 7. Zeugin	1394467
2139	218	1	Immer und immer wieder – Sieben	172213
2140	218	2	Immer und immer wieder – Variationen	418067
2141	218	3	Immer und immer wieder – Elf	360520
2142	218	4	Der Raub der Zehntausend – Der absolute Hammer	193827
2143	218	5	Der Raub der Zehntausend – Die Botschaft	629466
2144	218	6	Der Raub der Zehntausend – Ablenkungsmanöver	375214
2145	218	7	Der verschwundene Zeitgeist – Ein emotionales Gespräch	645586
2146	218	8	Der verschwundene Zeitgeist – Eindeutiges Foto	857374
2147	219	1	Leaving Nineteen Sixty-four – Überraschung	477000
2148	219	2	Leaving Nineteen Sixty-four – Ein schlechter Scherz	514520
2149	219	3	Leaving Nineteen Sixty-four – Ein Ass im Ärmel	757347
2150	219	4	Rückwärtsgang – Jetzt	563586
2151	219	5	Rückwärtsgang – Die Aufzeichnung	390400
2152	219	6	Rückwärtsgang – Vorwärts	182400
2153	219	7	Zeit der Opfer, Zeit der Wunder – Die richtige Perspektive	524827
2154	219	8	Zeit der Opfer, Zeit der Wunder – Die nächste Stufe	439640
2155	219	9	Zeit der Opfer, Zeit der Wunder – Einfach galaktisch!	449133
2156	219	10	Zeit der Opfer, Zeit der Wunder – Objekt der Begierde	270520
2157	220	1	Der verschwundene Zauberer	252747
2158	220	2	Im Zauberschrank	869760
2159	220	3	Der Fremde im Spiegel	372426
2160	220	4	Hasentod	424920
2161	220	5	Auf der Spur des Hasenmörders	436827
2162	220	6	Nightingale, der Magier	236987
2163	220	7	Unsichtbar und trotzdem da	617933
2164	220	8	Nachts in den Bergen	1201960
2165	221	1	Notruf	426840
2166	221	2	Eine erste Spur	486253
2167	221	3	Fahrt in die Hölle	696014
2168	221	4	Schreckensbilder	1081053
2169	221	5	Schuldig	372333
2170	221	6	Jagd auf Geister	1129680
2171	221	7	Aber logo!	354320
2172	222	1	Einladung zur großen Party	530973
2173	222	2	Ein schwieriger Gast	506254
2174	222	3	The Disappearing of a Hobbit	600693
2175	222	4	Aus fünf mach sechs	442813
2176	222	5	Videostar	261734
2177	222	6	Schalldicht verpackt	477240
2178	222	7	The La-La-Song	954106
2179	222	8	Achtung, Steinschlag!	792520
2180	223	1	Noch 24 Stunden – 23. Dezember, zwölf Uhr mittags	432200
2181	223	2	Noch 23 Stunden – 23. Dezember, ein Uhr mittags	455773
2182	223	3	Noch 22 Stunden – 23. Dezember, zwei Uhr mittags	437520
2183	223	4	Noch 21 Stunden – 23 Dezember, drei Uhr nachmittags	483494
2184	223	5	Noch 20 Stunden – 23 Dezember, vier Uhr nachmittags	319186
2185	223	6	Noch 19 Stunden – 23 Dezember, fünf Uhr nachmittags	548507
2186	223	7	Noch 18 Stunden – 23 Dezember, sechs Uhr abends	447307
2187	223	8	Noch 17 Stunden – 23 Dezember, sieben Uhr abends	526733
2188	224	1	Noch 16 Stunden – 23. Dezember, acht Uhr abends	452653
2189	224	2	Noch 15 Stunden – 23. Dezember, neun Uhr abends	500227
2190	224	3	Noch 14 Stunden – 23. Dezember, zehn Uhr abends	386120
2191	224	4	Noch 13 Stunden – 23. Dezember, elf Uhr abends	392893
2192	224	5	Noch 12 Stunden – 24. Dezember, Mitternacht	309987
2193	224	6	Noch 11 Stunden – 24. Dezember, ein Uhr nachts	328533
2194	224	7	Noch 10 Stunden – 24. Dezember, zwei Uhr nachts	324214
2195	224	8	Noch 9 Stunden – 24. Dezember, drei Uhr nachts	187253
2196	225	1	Noch 8 Stunden – 24. Dezember, vier Uhr morgens	228467
2197	225	2	Noch 7 Stunden – 24. Dezember, fünf Uhr morgens	231693
2198	225	3	Noch 6 Stunden – 24. Dezember, sechs Uhr morgens	266987
2199	225	4	Noch 5 Stunden – 24. Dezember, sieben Uhr morgens	256906
2200	225	5	Noch 4 Stunden – 24. Dezember, acht Uhr morgens	275960
2201	225	6	Noch 3 Stunden – 24. Dezember, neun Uhr morgens	559934
2202	225	7	Noch 2 Stunden – 24. Dezember, zehn Uhr vormittags	1007213
2203	225	8	Noch 1 Stunde – 24. Dezember, elf Uhr vormittags	533640
2204	226	1	Böse Blumen	675133
2205	226	2	Gewächse der Nacht	598107
2206	226	3	Den Morlands auf der Spur	554653
2207	226	4	Nachteinsatz	630520
2208	226	5	Im Haus der Mitternacht	1096800
2209	226	6	Letzte Fragen und ein neuer Fall	584174
2210	227	1	Feuer!	326053
2211	227	2	Auftrag	197774
2212	227	3	Unfall	328826
2213	227	4	Geständnis	786027
2214	227	5	Entführungsopfer	431720
2215	227	6	Glasaugen	303653
2216	227	7	Kieselsteinchen 06	326040
2217	227	8	Puzzleteile	468280
2218	227	9	Im Lichte der Wahrheit	517240
2219	228	1	Notfallsitzung	291027
2220	228	2	Spurensuche	580493
2221	228	3	Sunny Island	559453
2222	228	4	Vertraue niemandem!	733187
2223	228	5	Verbündete	506427
2224	228	6	Der doppelte Tod	602746
2225	228	7	Rückkehr	608200
2226	228	8	Wie in Woodstock	475214
2227	229	1	Ein Mumienschrein in Rocky Beach	517133
2228	229	2	Doch ein Auftrag	249494
2229	229	3	Ein halber Inka	287866
2230	229	4	Frauengeschichten	223574
2231	229	5	Kein Entkommen	255640
2232	229	6	Einbruch ins Dunkel	789213
2233	230	1	Eine Mumie im Luxusbad	701947
2234	230	2	Willkommen daheim	169200
2235	230	3	Der Einzige Inka	530880
2236	230	4	Stadt, Land, Fluss	499160
2237	230	5	Sommersonnenwendabenteuer	335973
2238	230	6	Tränen des Mondes	822467
2239	231	1	Alles außer Bonbons	335693
2240	231	2	Tante Mathilda tobt	245347
2241	231	3	Verschossen	261653
2242	231	4	Kein Passwort	613867
2243	231	5	Indianerschmuck	591520
2244	231	6	Das Geheimnis der Santa Catalina	663000
2245	231	7	Yoga	261213
2246	231	8	Dämonen in der Nacht	608974
2247	231	9	Pures Gold	454866
2248	232	1	Eine rasante Flucht	318187
2249	232	2	Superhelden der besonderen Art	423253
2250	232	3	Die Lauscherin	284507
2251	232	4	Überraschende Enthüllungen	297866
2252	232	5	Auf Rachefeldzug	524680
2253	232	6	Intrigen überall	414214
2254	232	7	Entführt!	492800
2255	232	8	Schlussfolgerungen	129360
2256	232	9	Schein und Sein	339146
2257	232	10	Licht ins Dunkel	537320
2258	232	11	Ein Paar	307574
2259	232	12	Sonnenklar	231226
2260	233	1	Angstschweiß	335080
2261	233	2	Auf Sendung	570400
2262	233	3	Irritationen	378853
2263	233	4	Spurlos verschwunden	446867
2264	233	5	Erpressung	720507
2265	233	6	Zur besten Sendezeit	239306
2266	233	7	Weißes Pulver	284747
2267	233	8	Tiefe Gefühle	320373
2268	233	9	Eigenes Interesse	136240
2269	233	10	Das Blatt wendet sich	1375174
2270	234	1	Doppelter Diebstahl	326533
2271	234	2	Mystik und Mythos	719374
2272	234	3	Der Indianer	454493
2273	234	4	Die Zauberzwillinge	489027
2274	235	1	Auftritt: Skinny!	421893
2275	235	2	Der Fall Norris	393080
2276	235	3	Das Phantom, der Diebstahl und die Katze	642547
2277	235	4	Zitrone, Minze oder Birne?	492986
2278	235	5	Auf der richtigen Spur?	343374
2279	235	6	Ohne Hindernisse?	325880
2280	235	7	Der einzige Gewinner	457293
2281	236	1	Verschwunden!	627440
2282	236	2	Unmöglich, aber wahr	593373
2283	236	3	Original oder Fälschung?	601734
2284	236	4	Kontroll-Aktion	525480
2285	236	5	Gigant auf vielen Beinen	496226
2286	236	6	Die Masken fallen	472747
2287	236	7	Stunde der Wahrheit	305427
2288	236	8	Ein fast perfektes Verbrechen	295133
2289	237	1	Eine Bitte an Experten	483760
2290	237	2	Merkwürdiger Empfang	622453
2291	237	3	Gefangen in Kammer eins	640107
2292	237	4	Auf Kollisionskurs	331120
2293	237	5	Ohne Wasser	745960
2294	237	6	Zwei Glücksjäger	1011000
2295	238	1	Nichts im Nichts	410507
2296	238	2	Seltsamer Ort	771680
2297	238	3	Botschaft aus der Vergangenheit	652800
2298	238	4	Das Ende der Spur?	460160
2299	238	5	Schatten in der Nacht	459720
2300	238	6	Das Geheimnis hinter dem Geheimnis	387360
2301	238	7	Am Abgrund	610480
2302	238	8	Das Schicksal ruft	513413
2303	239	1	Erwachen in einer anderen Welt	441587
2304	239	2	Erkenntnisse auf zwei Kontinenten	599346
2305	239	3	Im Jing'an-Tempel und in der Luft	579427
2306	239	4	Böse Geister im Zickzack	452987
2307	239	5	Drogen im Flaschenöffner	368600
2308	239	6	Familienangelegenheiten	768386
2309	239	7	Achterbahnfahrt	632014
2310	239	8	Telefonlawine	239080
2311	240	1	Ausnahmezustand	475760
2312	240	2	Die Ermittlungen beginnen	365360
2313	240	3	Gespräch der Lichter	623840
2314	240	4	Große Fische im Netz	412640
2315	240	5	Beutemeute	476867
2316	240	6	Peanuts in Gouda	454706
2317	240	7	Tauchgang mit Folgen	398374
2318	240	8	Verräterische Angst	975680
2319	241	1	Premierenfieber	437667
2320	241	2	Verschwunden	476773
2321	241	3	In Luft aufgelöst	893107
2322	241	4	Unsichtbare Materie	560146
2323	241	5	Notruf	732787
2324	241	6	Erpressung	342373
2325	241	7	Verstorben	424480
2326	241	8	Die Masken fallen	749507
2327	242	1	Aus eins wird zwei	354520
2328	242	2	Die Uhr tickt	622760
2329	242	3	Im Reich der Ungeheuer	753307
2330	242	4	Die Suche beginnt	564493
2331	242	5	Wieder vereint	802253
2332	242	6	Die Fassade fällt	815747
2333	242	7	Ende mit Schrecken	589973
2334	243	1	Das schwarze Verlies – Gefesselt	826640
2335	243	2	Das schwarze Verlies – Betäubt	490133
2336	243	3	Das schwarze Verlies – Verrostet	924147
2337	243	4	Schwarze Seelen – Ohne Gewissen	645160
2338	243	5	Schwarze Seelen – Ohne Rücksicht	704213
2339	243	6	Schwarze Seelen – Ohne Reue	506547
2340	244	1	Ein schwarzer Tag für Mr. Kingstone – Unverschämter Kerl	526840
2341	244	2	Ein schwarzer Tag für Mr. Kingstone – Dunkelrestaurant	672573
2342	244	3	Ein schwarzer Tag für Mr. Kingstone – Kontaktschranke	690240
2343	244	4	Wer hat Angst vorm Schwarzen Mann – Albtraum?	601054
2344	244	5	Wer hat Angst vorm Schwarzen Mann – Das Herz von Afrika	649066
2345	244	6	Wer hat Angst vorm Schwarzen Mann – Lasso-Künste	517267
2346	245	1	Die schwarze PhantOma – Wasserdichte Alibis	828067
2347	245	2	Die schwarze PhantOma – Kriminelle Abwege	545426
2348	245	3	Die schwarze PhantOma – Tägliches Training	883307
2349	245	4	Das schwarze Nest – Grabesstille	547413
2350	245	5	Das schwarze Nest – Demokratische Abstimmung	493000
2351	245	6	Das schwarze Nest – Fall gelöst	678094
2352	246	1	Magisches Ritual	626973
2353	246	2	Die verfluchte Puppe	610787
2354	246	3	Grüße von Giggles	716493
2355	246	4	Mission Fingerabdruck	404627
2356	246	5	Stars und Stiles	639480
2357	246	6	Das Haus am Ende der Straße	669453
2358	246	7	Miss Osborne unter Druck	740507
2359	246	8	Mit eigenen Augen	320080
2360	247	1	Wind und Blut	526680
2361	247	2	Wipe Out	411440
2362	247	3	Das Geheimnis der Gezeiten	285707
2363	247	4	Tag, Uhrzeit, Ort	517813
2364	247	5	Endstation Las Tunas	786600
2365	247	6	Pikante Details	662227
2366	247	7	Kredithai	352573
2367	247	8	Im Auge des Sturms	470133
2368	247	9	Der Held von Rocky Beach	177654
2369	248	1	Prolog	112213
2370	248	2	Auf zum Zirkus	195654
2371	248	3	Haltet den Dieb	520893
